numero_uai;appellation_officielle;denomination_principale;patronyme_uai;secteur_public_prive_libe;adresse_uai;lieu_dit_uai;boite_postale_uai;code_postal_uai;localite_acheminement_uai;libelle_commune;coordonnee_x;coordonnee_y;epsg;latitude;longitude;appariement;localisation;nature_uai;nature_uai_libe;etat_etablissement;etat_etablissement_libe;code_departement;code_region;code_academie;code_commune;libelle_departement;libelle_region;libelle_academie;position;secteur_prive_code_type_contrat;secteur_prive_libelle_type_contrat;code_ministere;libelle_ministere;date_ouverture
0610589J;Ecole primaire;ECOLE ELEMENTAIRE PUBLIQUE;;Public;10 rue des Ecoles;;;61700;ST BOMER LES FORGES;Saint-Bômer-les-Forges;432415.3;6844252.6;EPSG:2154;48.643037073760325;-0.6332694558854017;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;061;28;70;61369;Orne;Normandie;Normandie;48.643037073760325,-0.6332694558854017;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1966-10-04
0062150E;Ecole 2nd degré général et technologique privée Mouratoglou international school;ECOLE 2D DEGRE GENERAL ET TECHNOLOGIQUE PRIVEE;MOURATOGLOU INTERNATIONAL SCHOOL;Privé;3550 route des Dolines;;;06410;BIOT;Biot;1027611.2;6288581.7;EPSG:2154;43.62047843235645;7.0593799149751595;Parfaite;Numéro de rue;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;006;93;23;06018;Alpes-Maritimes;Provence-Alpes-Côte d'Azur;Nice;43.62047843235645,7.0593799149751595;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2016-09-01
0610590K;Ecole maternelle  Les Minoiseaux;ECOLE MATERNELLE PUBLIQUE;LES MINOISEAUX;Public;;LA MINE;;61490;ST CLAIR DE HALOUZE;Saint-Clair-de-Halouze;433424.0;6849292.4;EPSG:2154;48.688737449898674;-0.6227298729630678;Moyenne;Rue;101;ECOLE MATERNELLE;1;OUVERT;061;28;70;61376;Orne;Normandie;Normandie;48.688737449898674,-0.6227298729630678;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1966-10-04
0062203M;Ecole générale et technologique privée association Yechiva Daat;ECOLE GEN.ET TECHNOL.PRIVEE;ASSOCIATION YECHIVA DAAT;Privé;1 bis rue Boisy d'Anglas;;;06000;NICE;Nice;1043646.5;6299053.9;EPSG:2154;43.70697511575858;7.264695683167126;Parfaite;Numéro de rue;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;006;93;23;06088;Alpes-Maritimes;Provence-Alpes-Côte d'Azur;Nice;43.70697511575858,7.264695683167126;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2019-09-04
0610614L;Ecole primaire publique;ECOLE PRIMAIRE PUBLIQUE;;Public;13 rue des Vallées;LE BOURG;;61430;STE HONORINE LA CHARDONNE;Sainte-Honorine-la-Chardonne;444082.8;6863766.4;EPSG:2154;48.8230990965733;-0.48674999616609815;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;061;28;70;61407;Orne;Normandie;Normandie;48.8230990965733,-0.48674999616609815;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1966-10-05
0062310D;Ecole secondaire privée Happiness school;ECOLE SECONDAIRE PRIVEE;HAPPINESS SCHOOL;Privé;95 avenue de la Libération;;;06130;GRASSE;Grasse;1015705.4;6290529.6;EPSG:2154;43.643388864554744;6.913298063540014;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;006;93;23;06069;Alpes-Maritimes;Provence-Alpes-Côte d'Azur;Nice;43.643388864554744,6.913298063540014;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2021-01-22
0610622V;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;Public;37 rue du Mont Saint-Michel;;;61350;ST MARS D EGRENNE;Saint-Mars-d'Egrenne;424623.4;6835487.7;EPSG:2154;48.56101277338181;-0.7332898906455706;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;061;28;70;61421;Orne;Normandie;Normandie;48.56101277338181,-0.7332898906455706;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1966-10-05
0080035V;Collège Arthur Rimbaud;COLLEGE;ARTHUR RIMBAUD;Public;20 quai CHARCOT;;;08000;CHARLEVILLE MEZIERES;Charleville-Mézières;824422.8;6965411.0;EPSG:2154;49.7753793860485;4.726330199380721;Correcte;Numéro de rue;340;COLLEGE;1;OUVERT;008;44;19;08105;Ardennes;Grand Est;Reims;49.7753793860485,4.726330199380721;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1971-02-12
0610624X;Ecole maternelle;ECOLE MATERNELLE PUBLIQUE;;Public;Route d'Ecorcei;;;61270;LES ASPRES;Les Aspres;523475.4;6846364.3;EPSG:2154;48.693295139454115;0.6013193490261763;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;061;28;70;61422;Orne;Normandie;Normandie;48.693295139454115,0.6013193490261763;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1966-10-04
0080036W;Collège Jean Rogissart;COLLEGE;JEAN ROGISSART;Public;9 rue BARA;;23;08700;NOUZONVILLE;Nouzonville;825729.3;6970165.6;EPSG:2154;49.817827897579626;4.74591000737515;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;008;44;19;08328;Ardennes;Grand Est;Reims;49.817827897579626,4.74591000737515;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0610651B;école élémentaire Pierre Bourdan;ECOLE ELEMENTAIRE PUBLIQUE;PIERRE BOURBAN (LA SAUVAGERE);Public;ROUTE 1 CHEMIN DU VIEUX MOULIN;LA SAUVAGERE;;61600;LES MONTS D ANDAINE;Les Monts d'Andaine;448457.0;6841158.8;EPSG:2154;48.621672974138086;-0.4139200443567662;Moyenne;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;061;28;70;61463;Orne;Normandie;Normandie;48.621672974138086,-0.4139200443567662;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1966-10-04
0080079T;Collège Fred Scamaroni;COLLEGE;FRED SCAMARONI;Public;8 rue FRED SCAMARONI;;;08000;CHARLEVILLE MEZIERES;Charleville-Mézières;822186.1;6964295.5;EPSG:2154;49.76579473051388;4.694974081201497;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;008;44;19;08105;Ardennes;Grand Est;Reims;49.76579473051388,4.694974081201497;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1967-10-27
0610693X;Collège privé Notre-Dame;COLLEGE PRIVE;NOTRE DAME;Privé;49 rue de Lancrel;;;61000;ALENCON;Alençon;484205.0;6818856.4;EPSG:2154;48.4340974739686;0.08194943728871554;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;061;28;70;61001;Orne;Normandie;Normandie;48.4340974739686,0.08194943728871554;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1967-02-06
0080084Y;Collège privé Saint Jean-Baptiste de La Salle;COLLEGE PRIVE;ST JEAN-BAPTISTE DE LA SALLE;Privé;20 rue MADAME DE SEVIGNE;;;08000;CHARLEVILLE MEZIERES;Charleville-Mézières;823705.5;6964711.8;EPSG:2154;49.769239323476796;4.716170200956684;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;008;44;19;08105;Ardennes;Grand Est;Reims;49.769239323476796,4.716170200956684;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1967-06-16
0610699D;Collège privé Esat de Giel;COLLEGE PRIVE;GIEL DON BOSCO;Privé;Lieu-dit Les Cours;;;61210;GIEL COURTEILLES;Giel-Courteilles;465577.5;6855223.4;EPSG:2154;48.754504094556324;-0.18952949509433986;Correcte;Rue;340;COLLEGE;1;OUVERT;061;28;70;61189;Orne;Normandie;Normandie;48.754504094556324,-0.18952949509433986;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1967-02-06
0080093H;Lycée professionnel privé Jeanne d'Arc;LYCEE PROFESSIONNEL PRIVE;JEANNE D'ARC;Privé;27 rue BOURNIZET;;;08400;VOUZIERS;Vouziers;823285.5;6923322.5;EPSG:2154;49.39746078717485;4.697999833201347;Parfaite;Numéro de rue;320;LYCEE PROFESSIONNEL;1;OUVERT;008;44;19;08490;Ardennes;Grand Est;Reims;49.39746078717485,4.697999833201347;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1967-08-07
0610700E;Lycée général privé Bignon;LYCEE GENERAL PRIVE;BIGNON;Privé;3 rue de la Comédie;;4;61400;MORTAGNE AU PERCHE;Mortagne-au-Perche;518688.3;6827527.7;EPSG:2154;48.52261405775653;0.5442697346751203;Parfaite;Numéro de rue;302;LYCEE D ENSEIGNEMENT GENERAL;1;OUVERT;061;28;70;61293;Orne;Normandie;Normandie;48.52261405775653,0.5442697346751203;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1967-02-06
0080120M;Ecole primaire Clément Ader;ECOLE PRIMAIRE PUBLIQUE;CLEMENT ADER;Public;8 rue de la Gare;;;08240;BRIEULLES SUR BAR;Brieulles-sur-Bar;834386.9;6932246.4;EPSG:2154;49.47540498136098;4.8537294943433;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;008;44;19;08085;Ardennes;Grand Est;Reims;49.47540498136098,4.8537294943433;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-05-10
0610721C;Lycée professionnel privé Jeanne d'Arc;LYCEE PROFESSIONNEL PRIVE;JEANNE D ARC;Privé;10 rue du Collège;;;61203;ARGENTAN CEDEX;Argentan;478385.5;6853837.1;EPSG:2154;48.7465696822254;-0.01471954632368123;Parfaite;Numéro de rue;320;LYCEE PROFESSIONNEL;1;OUVERT;061;28;70;61006;Orne;Normandie;Normandie;48.7465696822254,-0.01471954632368123;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1967-02-06
0080137F;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;Public;Grand'rue;;;08110;MATTON ET CLEMENCY;Matton-et-Clémency;859024.5;6954043.3;EPSG:2154;49.665537705045466;5.201799685809352;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;008;44;19;08281;Ardennes;Grand Est;Reims;49.665537705045466,5.201799685809352;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-05-10
0610790C;Lycée d'enseignement général, technologique et professionnel agricole de Sées;LEGT PROFESSIONNEL AGRICOLE;DE SEES;Public;Rue du 11 novembre 1918;;;61500;SEES;Sées;491461.4;6836283.9;EPSG:2154;48.593143071747384;0.17154993744153474;Parfaite;Numéro de rue;307;LYCEE ENS GENERAL TECHNO PROF AGRICOLE;1;OUVERT;061;28;70;61464;Orne;Normandie;Normandie;48.593143071747384,0.17154993744153474;99;SANS OBJET;03;AGRICULTURE;1969-10-10
0080138G;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;Public;11  RUE DU MOULIN;;;08110;MESSINCOURT;Messincourt;855657.6;6955563.3;EPSG:2154;49.680025365418324;5.15578055193384;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;008;44;19;08289;Ardennes;Grand Est;Reims;49.680025365418324,5.15578055193384;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-05-10
0610796J;Section d'enseignement général et professionnel adapté du collège Jean Monnet;SEGPA;CLG JEAN MONNET;Public;193 rue de Domfront;;329;61106;FLERS CEDEX;Flers;437513.0;6854930.8;EPSG:2154;48.74107310762076;-0.5706998255467549;Correcte;Numéro de rue;390;SECTION ENSEIGNT GEN. ET PROF. ADAPTE;1;OUVERT;061;28;70;61169;Orne;Normandie;Normandie;48.74107310762076,-0.5706998255467549;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1969-10-15
0080146R;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;Public;GRANDE RUE;;;08110;PURE;Pure;856999.9;6954719.1;EPSG:2154;49.67211191856442;5.174039563929694;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;008;44;19;08349;Ardennes;Grand Est;Reims;49.67211191856442,5.174039563929694;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-05-10
0610802R;Ecole primaire Putanges Pont Ecrépin;ECOLE PRIMAIRE PUBLIQUE;(PUTANGES PONT ECREPIN);Public;Rue Giovannoni;Putanges Pont Ecrepin;;61210;PUTANGES LE LAC;Putanges-le-Lac;461431.4;6856326.0;EPSG:2154;48.762893349075064;-0.24649438255746736;Correcte;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;061;28;70;61339;Orne;Normandie;Normandie;48.762893349075064,-0.24649438255746736;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-05-26
0080158D;RPD Ecole du TRIO;ECOLE PRIMAIRE;ECOLE DU TRIO;Public;2 place de la Mairie;;;08090;HOULDIZY;Houldizy;820243.8;6969107.2;EPSG:2154;49.809387024337376;4.669449449143011;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;008;44;19;08230;Ardennes;Grand Est;Reims;49.809387024337376,4.669449449143011;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-05-10
0610804T;Ecole primaire Loup Coucou;ECOLE PRIMAIRE PUBLIQUE;LOUP COUCOU;Public;12 rue de l'Ecole;;;61800;ST PIERRE D ENTREMONT;Saint-Pierre-d'Entremont;431971.4;6862910.5;EPSG:2154;48.81048800957908;-0.6509934412628847;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;061;28;70;61445;Orne;Normandie;Normandie;48.81048800957908,-0.6509934412628847;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-05-26
0080211L;Ecole primaire Henri Thomas;ECOLE PRIMAIRE PUBLIQUE;HENRI THOMAS;Public;2 rue Henri Thomas;;;08000;CHARLEVILLE MEZIERES;Charleville-Mézières;824998.2;6965439.4;EPSG:2154;49.77552121000343;4.734319799095844;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;008;44;19;08105;Ardennes;Grand Est;Reims;49.77552121000343,4.734319799095844;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-05-10
0610805U;Pôle scolaire Pierre Perret;ECOLE PRIMAIRE PUBLIQUE;PIERRE PERRET;Public;Route de la Trappe;;;61380;SOLIGNY LA TRAPPE;Soligny-la-Trappe;518553.7;6838134.0;EPSG:2154;48.61793812688383;0.5379702006361577;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;061;28;70;61475;Orne;Normandie;Normandie;48.61793812688383,0.5379702006361577;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-05-26
0080241U;Ecole primaire de Devant Nouzon;ECOLE PRIMAIRE PUBLIQUE;DEVANT NOUZON;Public;7 bis rue Albert Poulain;;;08700;NOUZONVILLE;Nouzonville;825239.6;6970059.1;EPSG:2154;49.81696840128246;4.739079542025394;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;008;44;19;08328;Ardennes;Grand Est;Reims;49.81696840128246,4.739079542025394;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-05-10
0610815E;Section d'enseignement général et professionnel adapté du collège Jacques Prévert;SEGPA;CLG JACQUES PREVERT;Public;6 rue du Champ Passais;;;61700;DOMFRONT EN POIRAIE;Domfront en Poiraie;431101.9;6838097.6;EPSG:2154;48.587186719192026;-0.6472200883881509;Parfaite;Numéro de rue;390;SECTION ENSEIGNT GEN. ET PROF. ADAPTE;1;OUVERT;061;28;70;61145;Orne;Normandie;Normandie;48.587186719192026,-0.6472200883881509;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-06-26
0080252F;Ecole primaire publique;ECOLE PRIMAIRE PUBLIQUE;;Public;Grande rue;;;08130;ST LOUP TERRIER;Saint-Loup-Terrier;816942.3;6942903.8;EPSG:2154;49.57460610262981;4.6161796912365745;Parfaite;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;008;44;19;08387;Ardennes;Grand Est;Reims;49.57460610262981,4.6161796912365745;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-05-10
0610846N;Ecole primaire privée Saint Joseph (Tinchebray);ECOLE PRIMAIRE PRIVEE;SAINT JOSEPH (TINCHEBRAY);Privé;9 boulevard du Midi;;;61800;TINCHEBRAY BOCAGE;Tinchebray-Bocage;425579.7;6857861.1;EPSG:2154;48.762437072567984;-0.7346798821871241;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;061;28;70;61486;Orne;Normandie;Normandie;48.762437072567984,-0.7346798821871241;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1971-03-17
0080272C;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;Public;Chemin du Gué;;;08430;JANDUN;Jandun;812411.5;6952746.0;EPSG:2154;49.663850067125054;4.556259607231789;Correcte;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;008;44;19;08236;Ardennes;Grand Est;Reims;49.663850067125054,4.556259607231789;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-05-10
0610848R;Ecole primaire privée Sainte Thérèse;ECOLE PRIMAIRE PRIVEE;SAINTE THERESE (PUTANGES-PONT-ECREPIN);Privé;40 rue de la Roche;Putanges-Pont-Ecrepin;;61210;PUTANGES LE LAC;Putanges-le-Lac;461613.3;6856638.4;EPSG:2154;48.76576790486096;-0.2441963965041474;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;061;28;70;61339;Orne;Normandie;Normandie;48.76576790486096,-0.2441963965041474;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1971-03-17
0080309T;Ecole maternelle Calmette;ECOLE MATERNELLE PUBLIQUE;CALMETTE;Public;19 rue du Docteur Calmette;;;08000;CHARLEVILLE MEZIERES;Charleville-Mézières;823022.1;6965737.1;EPSG:2154;49.778582124706716;4.70699977794102;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;008;44;19;08105;Ardennes;Grand Est;Reims;49.778582124706716,4.70699977794102;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-05-10
0610851U;Ecole primaire privée les Oisillons;ECOLE PRIMAIRE PRIVEE;LES OISILLONS;Privé;72 rue du Mont Saint Michel;;;61100;FLERS;Flers;436064.0;6854908.4;EPSG:2154;48.74028109332549;-0.5903701365107302;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;061;28;70;61169;Orne;Normandie;Normandie;48.74028109332549,-0.5903701365107302;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1971-03-17
0080337Y;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;Public;19 place de la Mairie;;;08090;ST LAURENT;Saint-Laurent;827678.7;6964191.2;EPSG:2154;49.76377484138221;4.771110359698074;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;008;44;19;08385;Ardennes;Grand Est;Reims;49.76377484138221,4.771110359698074;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-05-10
0610867L;Ecole primaire privée Sainte-Famille;ECOLE PRIMAIRE PRIVEE;SAINTE FAMILLE;Privé;19 rue du Président Mitterrand;;;61160;TRUN;Trun;482250.7;6864270.0;EPSG:2154;48.841649334092416;0.03247945465900798;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;061;28;70;61494;Orne;Normandie;Normandie;48.841649334092416,0.03247945465900798;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1971-03-16
0080343E;Ecole primaire le Charme;ECOLE PRIMAIRE PUBLIQUE;LE CHARME;Public;21 rue Jean Rogissart;;;08000;VILLERS SEMEUSE;Villers-Semeuse;825616.6;6962084.2;EPSG:2154;49.74526069259221;4.741870412616826;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;008;44;19;08480;Ardennes;Grand Est;Reims;49.74526069259221,4.741870412616826;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-05-10
0610872S;Ecole primaire privée Notre-Dame de La Place;ECOLE PRIMAIRE PRIVEE;NOTRE DAME DE LA PLACE;Privé;Route de Sevigny;;;61200;ARGENTAN;Argentan;477806.5;6854358.6;EPSG:2154;48.75105761980261;-0.02285970459157717;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;061;28;70;61006;Orne;Normandie;Normandie;48.75105761980261,-0.02285970459157717;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1971-03-16
0080363B;Ecole maternelle des Liègeois;ECOLE MATERNELLE PUBLIQUE;DES LIEGEOIS;Public;1  RUE DES LIEGEOIS;;;08000;CHARLEVILLE MEZIERES;Charleville-Mézières;823742.0;6963728.9;EPSG:2154;49.760403248072706;4.716380057029189;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;008;44;19;08105;Ardennes;Grand Est;Reims;49.760403248072706,4.716380057029189;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-05-10
0610904B;Ecole primaire publique;ECOLE PRIMAIRE PUBLIQUE;;Public;;LE BOURG;;61300;ST SULPICE SUR RISLE;Saint-Sulpice-sur-Risle;527876.4;6855859.0;EPSG:2154;48.779841749420754;0.6572595618752851;Correcte;Ville;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;061;28;70;61456;Orne;Normandie;Normandie;48.779841749420754,0.6572595618752851;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1971-06-15
0080364C;Ecole primaire la Citadelle;ECOLE PRIMAIRE PUBLIQUE;LA CITADELLE;Public;1  ALLEE DE LA CITADELLE;;;08000;CHARLEVILLE MEZIERES;Charleville-Mézières;824127.8;6963665.7;EPSG:2154;49.75976009121919;4.72171054349894;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;008;44;19;08105;Ardennes;Grand Est;Reims;49.75976009121919,4.72171054349894;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-05-10
0610914M;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;Public;;LE BOURG;;61320;CIRAL;Ciral;468188.1;6826199.0;EPSG:2154;48.494579704929535;-0.13836061251756596;Correcte;Ville;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;061;28;70;61107;Orne;Normandie;Normandie;48.494579704929535,-0.13836061251756596;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1971-09-06
0080379U;Ecole primaire Pierre Brossolette;ECOLE PRIMAIRE PUBLIQUE;PIERRE BROSSOLETTE;Public;1 rue Pierre Brossolette;;;08000;CHARLEVILLE MEZIERES;Charleville-Mézières;823898.7;6962394.9;EPSG:2154;49.74838976467683;4.718150345833444;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;008;44;19;08105;Ardennes;Grand Est;Reims;49.74838976467683,4.718150345833444;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-05-10
0610945W;Ecole primaire des cailloutins;ECOLE PRIMAIRE PUBLIQUE;DES CAILLOUTINS;Public;;LE BOURG;;61500;CHAILLOUE;Chailloué;493549.9;6842752.0;EPSG:2154;48.6519565958617;0.19673964112851036;Correcte;Ville;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;061;28;70;61081;Orne;Normandie;Normandie;48.6519565958617,0.19673964112851036;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1972-06-07
0080395L;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;Public;10  RUE LABECQ;;;08290;LIART;Liart;796863.7;6964098.4;EPSG:2154;49.76840159677184;4.343730138376652;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;008;44;19;08254;Ardennes;Grand Est;Reims;49.76840159677184,4.343730138376652;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-05-10
0610952D;Ecole primaire privée Notre-Dame (Longny au Perche);ECOLE PRIMAIRE PRIVEE;NOTRE DAME (LONGNY AU PERCHE);Privé;9 rue du Docteur Vivares;;;61290;LONGNY LES VILLAGES;Longny les Villages;533974.8;6827726.4;EPSG:2154;48.528496660217165;0.751120137789184;Correcte;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;061;28;70;61230;Orne;Normandie;Normandie;48.528496660217165,0.751120137789184;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1972-09-26
0080415H;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;Public;9 rue de l'Eglise;;;08140;BREVILLY;Brévilly;850015.2;6953523.1;EPSG:2154;49.66305812672595;5.076929805368925;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;008;44;19;08083;Ardennes;Grand Est;Reims;49.66305812672595,5.076929805368925;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-05-10
0610958K;Collège Jean Moulin;COLLEGE;JEAN MOULIN;Public;3 rue des écoles;;48;61230;GACE;Gacé;501631.2;6858118.2;EPSG:2154;48.79261315258188;0.29925001704825216;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;061;28;70;61181;Orne;Normandie;Normandie;48.79261315258188,0.29925001704825216;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1973-03-16
0080486K;Ecole primaire;ECOLE PRIMAIRE PUBLIQUE;;Public;32 bis avenue de Bourgoin;;;08300;SAULT LES RETHEL;Sault-lès-Rethel;798789.2;6934008.2;EPSG:2154;49.49775274947232;4.363230340439716;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;008;44;19;08403;Ardennes;Grand Est;Reims;49.49775274947232,4.363230340439716;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-05-10
